Category,City,Country/Region,Customer ID,Customer Name,Order Date,Order ID,Postal Code,Product ID,Product Name,Region,Segment,State,Sub-Category,Discount,Profit,Quantity,Sales
Furniture,Henderson,United States,ME-17320,Maria Etezadi,1/6/2018,CA-2018-167199,42420,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,South,Home Office,Kentucky,Chairs,0.00%,$746 ,9,"$2,574 "
Furniture,Suffolk,United States,ML-17755,Max Ludwig,8/4/2020,CA-2020-110254,23434,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,South,Home Office,Virginia,Furnishings,0.00%,$46 ,9,$110 
Furniture,Fort Lauderdale,United States,AP-10720,Anne Pryor,10/21/2020,CA-2020-136322,33311,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",South,Home Office,Florida,Furnishings,20.00%,$10 ,2,$46 
Furniture,Jacksonville,United States,SM-20320,Sean Miller,3/18/2018,CA-2018-145317,32216,FUR-FU-10004270,"Executive Impressions 13"" Clairmont Wall Clock",South,Home Office,Florida,Furnishings,20.00%,$8 ,2,$31 
Furniture,Jacksonville,United States,SM-20320,Sean Miller,3/18/2018,CA-2018-145317,32216,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",South,Home Office,Florida,Furnishings,20.00%,$15 ,3,$122 
Furniture,Clarksville,United States,PN-18775,Parhena Norris,4/23/2021,US-2021-132031,37042,FUR-FU-10000193,Tenex Chairmats For Use with Hard Floors,South,Home Office,Tennessee,Furnishings,20.00%,($12),3,$78 
Furniture,Clarksville,United States,PN-18775,Parhena Norris,4/23/2021,US-2021-132031,37042,FUR-BO-10001972,O'Sullivan 4-Shelf Bookcase in Odessa Pine,South,Home Office,Tennessee,Bookcases,20.00%,($15),4,$387 
Furniture,Miramar,United States,SJ-20125,Sanjit Jacobs,9/26/2021,CA-2021-129490,33023,FUR-CH-10003298,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",South,Home Office,Florida,Chairs,20.00%,($58),4,$419 
Furniture,Hialeah,United States,SC-20050,Sample Company A,11/24/2020,CA-2020-123533,33012,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,South,Home Office,Florida,Bookcases,20.00%,$8 ,5,$340 
Furniture,Sanford,United States,MH-18115,Mick Hernandez,4/30/2021,US-2021-108315,32771,FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,South,Home Office,Florida,Furnishings,20.00%,($8),6,$221 
Furniture,Charlotte,United States,Dp-13240,Dean percer,10/7/2021,CA-2021-148404,28205,FUR-TA-10001039,KI Adjustable-Height Table,South,Home Office,North Carolina,Tables,40.00%,($36),3,$155 
Furniture,Lakewood,United States,CC-12430,Chuck Clark,5/20/2021,CA-2021-166695,90712,FUR-FU-10002191,G.E. Halogen Desk Lamp Bulbs,West,Home Office,California,Furnishings,0.00%,$3 ,1,$7 
Furniture,Los Angeles,United States,BF-11170,Ben Ferrer,12/24/2018,US-2018-138247,90045,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",West,Home Office,California,Furnishings,0.00%,$6 ,1,$24 
Furniture,Sacramento,United States,BF-11170,Ben Ferrer,11/10/2020,CA-2020-162348,95823,FUR-FU-10003731,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",West,Home Office,California,Furnishings,0.00%,$3 ,1,$10 
Furniture,San Francisco,United States,GH-14410,Gary Hansen,6/6/2021,US-2021-131849,94122,FUR-FU-10004164,"Eldon 300 Class Desk Accessories, Black",West,Home Office,California,Furnishings,0.00%,$2 ,1,$5 
Furniture,Auburn,United States,AS-10135,Adrian Shami,11/13/2020,CA-2020-149461,98002,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",West,Home Office,Washington,Furnishings,0.00%,$2 ,1,$4 
Furniture,Seattle,United States,HJ-14875,Heather Jas,9/20/2020,CA-2020-166772,98105,FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,West,Home Office,Washington,Bookcases,0.00%,$41 ,2,$164 
Furniture,Burbank,United States,SC-20050,Sample Company A,3/18/2018,US-2018-131275,91505,FUR-FU-10004597,Eldon Cleatmat Chair Mats for Medium Pile Carpets,West,Home Office,California,Furnishings,0.00%,$14 ,2,$111 
Furniture,Los Angeles,United States,AT-10435,Alyssa Tate,11/24/2020,CA-2020-100468,90045,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",West,Home Office,California,Furnishings,0.00%,$3 ,2,$10 
Furniture,Meridian,United States,NZ-18565,Nick Zandusky,10/6/2021,US-2021-148054,83642,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,West,Home Office,Idaho,Furnishings,0.00%,$3 ,2,$42 
Furniture,Seattle,United States,PO-19180,Philisse Overcash,11/13/2020,CA-2020-147683,98103,FUR-FU-10004848,DAX Solid Wood Frames,West,Home Office,Washington,Furnishings,0.00%,$7 ,2,$20 
Furniture,Los Angeles,United States,CM-12655,Corinna Mitchell,11/3/2019,CA-2019-140410,90008,FUR-FU-10003347,Coloredge Poster Frame,West,Home Office,California,Furnishings,0.00%,$17 ,3,$43 
Furniture,Los Angeles,United States,PP-18955,Paul Prost,12/14/2019,CA-2019-130253,90036,FUR-FU-10002963,"Master Caster Door Stop, Gray",West,Home Office,California,Furnishings,0.00%,$5 ,3,$15 
Furniture,Sacramento,United States,FC-14245,Frank Carlisle,9/19/2019,CA-2019-149517,95823,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",West,Home Office,California,Furnishings,0.00%,$19 ,3,$61 
Furniture,San Diego,United States,MP-18175,Mike Pelletier,12/14/2021,CA-2021-169859,92024,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",West,Home Office,California,Furnishings,0.00%,$11 ,3,$26 
Furniture,Seattle,United States,BT-11305,Beth Thompson,9/6/2019,CA-2019-138002,98103,FUR-FU-10004748,"Howard Miller 16"" Diameter Gallery Wall Clock",West,Home Office,Washington,Furnishings,0.00%,$75 ,3,$192 
Furniture,Seattle,United States,KB-16405,Katrina Bavinger,11/20/2019,CA-2019-112305,98105,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",West,Home Office,Washington,Furnishings,0.00%,$6 ,3,$22 
Furniture,Seattle,United States,PS-18970,Paul Stevenson,3/21/2021,CA-2021-111591,98105,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",West,Home Office,Washington,Furnishings,0.00%,$6 ,3,$22 
Furniture,Seattle,United States,SC-20680,Steve Carroll,11/24/2020,CA-2020-113726,98105,FUR-FU-10003535,Howard Miller Distant Time Traveler Alarm Clock,West,Home Office,Washington,Furnishings,0.00%,$34 ,3,$82 
Furniture,Seattle,United States,PL-18925,Paul Lucas,12/15/2021,CA-2021-119564,98115,FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",West,Home Office,Washington,Furnishings,0.00%,$10 ,3,$23 
Furniture,Seattle,United States,VF-21715,Vicky Freymann,7/8/2021,CA-2021-138464,98115,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",West,Home Office,Washington,Furnishings,0.00%,$5 ,3,$16 
Furniture,San Gabriel,United States,BT-11305,Beth Thompson,4/25/2018,CA-2018-166954,91776,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",West,Home Office,California,Furnishings,0.00%,$64 ,5,$303 
Furniture,Seattle,United States,KN-16705,Kristina Nunn,8/28/2021,CA-2021-126067,98105,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",West,Home Office,Washington,Tables,0.00%,$250 ,5,"$1,138 "
Furniture,Chula Vista,United States,JB-16045,Julia Barnett,5/3/2019,CA-2019-107937,91911,FUR-FU-10002298,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",West,Home Office,California,Furnishings,0.00%,$107 ,6,$666 
Furniture,Los Angeles,United States,DE-13255,Deanra Eno,11/5/2018,CA-2018-109134,90008,FUR-FU-10000320,OIC Stacking Trays,West,Home Office,California,Furnishings,0.00%,$9 ,6,$20 
Furniture,Helena,United States,AW-10930,Arthur Wiediger,11/13/2019,CA-2019-144519,59601,FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",West,Home Office,Montana,Furnishings,0.00%,$22 ,7,$64 
Furniture,Seattle,United States,AB-10060,Adam Bellavance,11/6/2021,CA-2021-107174,98105,FUR-TA-10004575,Hon 5100 Series Wood Tables,West,Home Office,Washington,Tables,0.00%,$367 ,7,"$2,037 "
Furniture,Stockton,United States,ML-17755,Max Ludwig,12/1/2021,CA-2021-103968,95207,FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",West,Home Office,California,Furnishings,0.00%,$107 ,9,$630 
Furniture,Seattle,United States,Dp-13240,Dean percer,10/11/2018,CA-2018-116834,98115,FUR-FU-10001196,DAX Cubicle Frames - 8x10,West,Home Office,Washington,Furnishings,0.00%,$19 ,11,$63 
Furniture,San Francisco,United States,DS-13030,Darrin Sayre,7/9/2018,CA-2018-113271,94122,FUR-BO-10004218,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",West,Home Office,California,Bookcases,15.00%,$7 ,1,$120 
Furniture,Fresno,United States,MG-17890,Michael Granlund,10/17/2020,CA-2020-163972,93727,FUR-BO-10003894,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",West,Home Office,California,Bookcases,15.00%,$21 ,2,$121 
Furniture,Laguna Niguel,United States,MP-18175,Mike Pelletier,2/10/2021,CA-2021-124086,92677,FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",West,Home Office,California,Bookcases,15.00%,$17 ,2,$204 
Furniture,Los Angeles,United States,NL-18310,Nancy Lomonaco,8/25/2019,US-2019-139759,90045,FUR-CH-10002774,"Global Deluxe Stacking Chair, Gray",West,Home Office,California,Chairs,20.00%,$5 ,1,$41 
Furniture,San Francisco,United States,EH-14125,Eugene Hildebrand,1/30/2021,CA-2021-112725,94110,FUR-CH-10000863,Novimex Swivel Fabric Task Chair,West,Home Office,California,Chairs,20.00%,($14),1,$121 
Furniture,Seattle,United States,SR-20740,Steven Roelle,1/5/2019,CA-2019-154970,98103,FUR-CH-10003396,Global Deluxe Steno Chair,West,Home Office,Washington,Chairs,20.00%,($7),1,$62 
Furniture,Tigard,United States,MG-17890,Michael Granlund,5/30/2021,CA-2021-121125,97224,FUR-FU-10000820,Tensor Brushed Steel Torchiere Floor Lamp,West,Home Office,Oregon,Furnishings,20.00%,$0 ,1,$14 
Furniture,Concord,United States,NM-18445,Nathan Mautz,4/8/2018,CA-2018-150581,94521,FUR-TA-10003748,Bevis 36 x 72 Conference Tables,West,Home Office,California,Tables,20.00%,$2 ,1,$100 
Furniture,El Cajon,United States,BC-11125,Becky Castell,7/6/2018,CA-2018-147543,92020,FUR-CH-10000155,Global Comet Stacking Armless Chair,West,Home Office,California,Chairs,20.00%,$48 ,2,$478 
Furniture,Los Angeles,United States,ME-17320,Maria Etezadi,11/10/2021,CA-2021-137624,90008,FUR-CH-10001714,"Global Leather & Oak Executive Chair, Burgundy",West,Home Office,California,Chairs,20.00%,($36),2,$241 
Furniture,San Francisco,United States,AS-10630,Ann Steele,9/3/2019,US-2019-146745,94110,FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,West,Home Office,California,Chairs,20.00%,($13),2,$130 
Furniture,Seattle,United States,SJ-20125,Sanjit Jacobs,9/17/2020,CA-2020-159730,98103,FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,West,Home Office,Washington,Chairs,20.00%,$10 ,2,$114 
Furniture,Seattle,United States,AB-10060,Adam Bellavance,11/6/2021,CA-2021-107174,98105,FUR-CH-10003312,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,West,Home Office,Washington,Chairs,20.00%,($73),2,$450 
Furniture,Gilbert,United States,KM-16375,Katherine Murray,2/20/2021,CA-2021-135937,85234,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",West,Home Office,Arizona,Furnishings,20.00%,$16 ,2,$69 
Furniture,Phoenix,United States,MZ-17335,Maria Zettner,10/9/2020,CA-2020-114748,85023,FUR-FU-10001488,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",West,Home Office,Arizona,Furnishings,20.00%,$0 ,2,$170 
Furniture,Aurora,United States,CL-12700,Craig Leslie,9/24/2020,CA-2020-108875,80013,FUR-FU-10002671,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,West,Home Office,Colorado,Furnishings,20.00%,$8 ,2,$21 
Furniture,Los Angeles,United States,CA-12055,Cathy Armstrong,8/8/2020,CA-2020-107328,90036,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",West,Home Office,California,Tables,20.00%,$13 ,2,$513 
Furniture,Chandler,United States,JL-15175,James Lanier,12/24/2021,CA-2021-128734,85224,FUR-CH-10001394,Global Leather Executive Chair,West,Home Office,Arizona,Chairs,20.00%,$105 ,3,$842 
Furniture,Lake Forest,United States,DB-12910,Daniel Byrd,10/3/2020,CA-2020-101672,92630,FUR-CH-10004063,Global Deluxe High-Back Manager's Chair,West,Home Office,California,Chairs,20.00%,$103 ,4,$915 
Furniture,Seattle,United States,TW-21025,Tamara Willingham,6/13/2021,CA-2021-104850,98103,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",West,Home Office,Washington,Chairs,20.00%,($25),4,$291 
Furniture,Cheyenne,United States,MA-17995,Michelle Arnett,11/7/2020,CA-2020-152247,82001,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,West,Home Office,Wyoming,Chairs,20.00%,$100 ,4,"$1,603 "
Furniture,Chandler,United States,JL-15175,James Lanier,12/24/2021,CA-2021-128734,85224,FUR-FU-10001731,Acrylic Self-Standing Desk Frames,West,Home Office,Arizona,Furnishings,20.00%,$2 ,4,$9 
Furniture,San Gabriel,United States,BT-11305,Beth Thompson,4/25/2018,CA-2018-166954,91776,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,West,Home Office,California,Chairs,20.00%,$149 ,5,"$1,487 "
Furniture,Peoria,United States,SN-20560,Skye Norling,6/18/2019,CA-2019-122287,85345,FUR-FU-10004973,Flat Face Poster Frame,West,Home Office,Arizona,Furnishings,20.00%,$21 ,5,$75 
Furniture,Colorado Springs,United States,CL-12700,Craig Leslie,4/24/2020,CA-2020-149279,80906,FUR-CH-10004287,SAFCO Arco Folding Chair,West,Home Office,Colorado,Chairs,20.00%,$149 ,6,"$1,326 "
Furniture,Los Angeles,United States,PC-19000,Pauline Chand,8/1/2019,CA-2019-153388,90004,FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,West,Home Office,California,Tables,20.00%,($176),6,"$1,005 "
Furniture,Phoenix,United States,SD-20485,Shirley Daniels,10/10/2018,CA-2018-150329,85023,FUR-FU-10003724,Westinghouse Clip-On Gooseneck Lamps,West,Home Office,Arizona,Furnishings,20.00%,$4 ,7,$47 
Furniture,Lakewood,United States,CC-12430,Chuck Clark,5/20/2021,CA-2021-166695,90712,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",West,Home Office,California,Chairs,20.00%,($97),8,$518 
Furniture,San Diego,United States,LC-16960,Lindsay Castell,12/1/2019,CA-2019-111038,92037,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,West,Home Office,California,Chairs,20.00%,$268 ,9,"$2,677 "
Furniture,Springfield,United States,MP-18175,Mike Pelletier,12/15/2020,US-2020-127334,97477,FUR-TA-10003473,Bretford Rectangular Conference Table Tops,West,Home Office,Oregon,Tables,50.00%,($305),3,$564 
Furniture,Gilbert,United States,KM-16375,Katherine Murray,2/20/2021,CA-2021-135937,85234,FUR-TA-10001039,KI Adjustable-Height Table,West,Home Office,Arizona,Tables,50.00%,($186),9,$387 
Office Supplies,Greenwood,United States,AB-10060,Adam Bellavance,11/5/2021,CA-2021-118213,46142,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Central,Home Office,Indiana,Paper,0.00%,$2 ,1,$4 
Office Supplies,Springfield,United States,CL-12700,Craig Leslie,4/14/2021,CA-2021-159604,65807,OFF-BI-10003460,Acco 3-Hole Punch,Central,Home Office,Missouri,Binders,0.00%,$4 ,2,$9 
Office Supplies,Franklin,United States,DP-13390,Dennis Pardue,1/1/2021,CA-2021-154466,53132,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Central,Home Office,Wisconsin,Binders,0.00%,$2 ,2,$4 
Office Supplies,Minneapolis,United States,AW-10930,Arthur Wiediger,11/14/2021,US-2021-118157,55407,OFF-EN-10004459,Security-Tint Envelopes,Central,Home Office,Minnesota,Envelopes,0.00%,$7 ,2,$15 
Office Supplies,Midland,United States,SD-20485,Shirley Daniels,4/28/2019,CA-2019-120782,48640,OFF-BI-10003527,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Central,Home Office,Michigan,Binders,0.00%,"$1,906 ",3,"$3,813 "
Office Supplies,Maple Grove,United States,Dp-13240,Dean percer,6/15/2021,CA-2021-169691,55369,OFF-LA-10002312,Avery 490,Central,Home Office,Minnesota,Labels,0.00%,$22 ,3,$44 
Office Supplies,Greenwood,United States,AB-10060,Adam Bellavance,11/5/2021,CA-2021-118213,46142,OFF-PA-10000565,Easy-staple paper,Central,Home Office,Indiana,Paper,0.00%,$82 ,3,$168 
Office Supplies,Maple Grove,United States,Dp-13240,Dean percer,6/15/2021,CA-2021-169691,55369,OFF-PA-10003022,Xerox 1992,Central,Home Office,Minnesota,Paper,0.00%,$9 ,3,$18 
Office Supplies,Detroit,United States,HJ-14875,Heather Jas,8/26/2021,CA-2021-132584,48234,OFF-ST-10000344,"Neat Ideas Personal Hanging Folder Files, Black",Central,Home Office,Michigan,Storage,0.00%,$14 ,4,$54 
Office Supplies,Ann Arbor,United States,SU-20665,Stephanie Ulpright,12/5/2019,CA-2019-134943,48104,OFF-BI-10000666,Surelock Post Binders,Central,Home Office,Michigan,Binders,0.00%,$76 ,5,$153 
Office Supplies,Maple Grove,United States,Dp-13240,Dean percer,6/15/2021,CA-2021-169691,55369,OFF-ST-10001291,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",Central,Home Office,Minnesota,Storage,0.00%,$23 ,5,$85 
Office Supplies,Columbus,United States,CC-12100,Chad Cunningham,9/29/2020,CA-2020-161781,47201,OFF-AR-10000255,Newell 328,Central,Home Office,Indiana,Art,0.00%,$11 ,7,$41 
Office Supplies,Appleton,United States,JS-15940,Joni Sundaresam,5/3/2018,CA-2018-130274,54915,OFF-LA-10002195,Avery 481,Central,Home Office,Wisconsin,Labels,0.00%,$10 ,7,$22 
Office Supplies,Greenwood,United States,AB-10060,Adam Bellavance,11/5/2021,CA-2021-118213,46142,OFF-PA-10003673,Strathmore Photo Mount Cards,Central,Home Office,Indiana,Paper,0.00%,$31 ,10,$68 
Office Supplies,Midland,United States,SD-20485,Shirley Daniels,4/28/2019,CA-2019-120782,48640,OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Central,Home Office,Michigan,Appliances,10.00%,$41 ,1,$187 
Office Supplies,Chicago,United States,RB-19465,Rick Bensley,3/14/2018,CA-2018-152618,60653,OFF-PA-10001215,Xerox 1963,Central,Home Office,Illinois,Paper,20.00%,$3 ,2,$8 
Office Supplies,Houston,United States,CM-12655,Corinna Mitchell,3/19/2019,CA-2019-168088,77041,OFF-PA-10000675,Xerox 1919,Central,Home Office,Texas,Paper,20.00%,$24 ,2,$66 
Office Supplies,Houston,United States,SZ-20035,Sam Zeldin,9/7/2018,CA-2018-105165,77036,OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Central,Home Office,Texas,Art,20.00%,$4 ,3,$22 
Office Supplies,Dallas,United States,PA-19060,Pete Armstrong,9/18/2021,CA-2021-140508,75220,OFF-EN-10000927,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,Central,Home Office,Texas,Envelopes,20.00%,$36 ,4,$115 
Office Supplies,Chicago,United States,SD-20485,Shirley Daniels,6/13/2021,CA-2021-102337,60653,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",Central,Home Office,Illinois,Storage,20.00%,($39),4,$165 
Office Supplies,Brownsville,United States,MP-17470,Mark Packer,3/30/2018,CA-2018-162089,78521,OFF-EN-10002230,Airmail Envelopes,Central,Home Office,Texas,Envelopes,20.00%,$113 ,5,$336 
Office Supplies,Houston,United States,AH-10120,Adrian Hane,7/2/2021,CA-2021-107958,77036,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Central,Home Office,Texas,Paper,20.00%,$59 ,5,$164 
Office Supplies,Houston,United States,CR-12820,Cyra Reiten,2/17/2021,CA-2021-159149,77041,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Central,Home Office,Texas,Art,20.00%,$53 ,6,$175 
Office Supplies,Houston,United States,NZ-18565,Nick Zandusky,8/5/2021,CA-2021-154676,77070,OFF-ST-10001172,"Tennsco Lockers, Sand",Central,Home Office,Texas,Storage,20.00%,$8 ,9,$151 
Office Supplies,Houston,United States,SZ-20035,Sam Zeldin,9/7/2018,CA-2018-105165,77036,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Central,Home Office,Texas,Binders,80.00%,($5),2,$3 
Office Supplies,Houston,United States,AH-10120,Adrian Hane,7/2/2021,CA-2021-107958,77036,OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,Central,Home Office,Texas,Binders,80.00%,($8),4,$5 
Office Supplies,Houston,United States,MR-17545,Mathew Reese,9/3/2018,US-2018-120236,77095,OFF-BI-10004099,GBC VeloBinder Strips,Central,Home Office,Texas,Binders,80.00%,($12),5,$8 
Office Supplies,Houston,United States,SL-20155,Sara Luxemburg,7/13/2019,US-2019-107349,77095,OFF-BI-10001765,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,Central,Home Office,Texas,Binders,80.00%,($67),6,$42 
